text,toxic
"No, it was an example, and thus relevant.  Same concept if I'd said dogs, rabbits, or ""See-sow da Wyyon"".",0
"Memorial Day is a sacred day to Veterans everywhere.  Thank you for reminding us of their sacrifice.  In the case of Vietnam, young men who were put in an unbelievably difficult situation being drafted into a war that made no sense.",0
"Wrong.  The Roman Catholic Church was the overall leader in Europe at the time, using its Religious authority to sanction the Political (it forced Henry II, King of England to do penance for the death of Thomas Beckett in 1174).  The Church inherited what was left of the Western Roman Empire and reconstituted it as the Holy Roman Empire in 800 AD.  The Church used its influence to recover Christian sites in the Middle East from the Muslims who wrested it from the Eastern Roman Empire in 639 AD. That area had been in Roman / Christianized Roman hands since 37 BC.",0
Read Edward Pentin's The Rigging of a Synod? book.,0
This couple should have been spayed and neutered a long time ago.,1
"I was going to bring up the use of Ms. myself, but precisely to point out that it gained ground, not through laws, but the normal way, i.e. through discussion and convincing.

As for the argument that ""it's just courtesy"", that's also exactly the point.

The State has no business legally mandating courtesy, politeness, manners, etc., that's overreach that creates resentment. 

People complain about other people being rude for all kinds of reasons, people disagree on what constitutes rudeness, they write to advice columnists about it all the time, negotiating social rules is what all societies do, but free societies don't pass laws mandating politeness, ""or else""...",0
"Yes but only a few rugged individuals like you and your like minded kind on message boards really get it right?

Joe Miller is gonna be stigginit to the man I tells ya! Stigginit.

Miller is a joke. He was a joke when he ran last time and lost historically in a write in. 

He is a bad candidate. Get over your conspiracies.",0
52k acres is a minute drop in the bucket (only about 1% of leased average). Alaska has probably lost more in tax credit schemes & pump and dump than has ever been paid in by Donkel. I guess it's tough to see the big picture all the way from Woodville Crescent.,0
"Stolen from Jim Wright.

""Hilariously, however, the very people who are right now cheering Candidate Trump's genius in not paying taxes are the very same people who seem to think a President Trump will somehow fix the tax code so rich people like Tycoon Trump and his rich buddies will have to pay taxes.

That's so ridiculously deluded I can't even come up with a mocking dismount without feeling like I'm picking on the mentally challenged.""",1
"I must sa through this article got useful stuff about this man and this lady. I would like to say a man should arrest and Govt should take action regarding this case. Surely after that, no one can do something like this. Will like to see more replies after mine https://www.topbustours.com/niagara-falls-bus-tours-vacation-packages/.",0
The Nazis were Socialists.,0
"Sad story.  Would like more detail on how it happened.  Had a few close calls myself w/moose.    

Seem to recall a hunting show, filming here years ago, where some guy got his femoral artery. Older gentleman I know,  took the tip of his index finger off this year while dressing a moose.  Had been hunting 50 years with no accidents of that type.  

Another ""There go I..."" moment for sure.",0
"Nonsense. Ethyl mercury and methyl mercury are as different chemically as ethyl and methyl alcohol. I am a poetry professor, not a chemist, but dammit, I know my alcohol.",1
Troy - The good news is that the city does have a plan for improving the playground and park and hopefully reconstruction will begin within the next year. You can see more about the plan at Oak Harbor's park website at http://www.oakharborcleanwater.org/Park,0
"Transubstantiation has been labeled a heresy for centuries by Prostestants, and how do you know Jobs children were not taken to a better place ? This was not a ""bet"" (at least in the way you are trying to spin it), but you can believe whatever you want to, it is a free country (theoretically at least)...I really don't know why you even comment on these issues, you are not an ""agnostic"", you have plenty of knowledge, you just don't like the concept of God, that much is clear.",0
"""The Rockies are not frauds, but neither are they as good as they have been playing.""
This is a very sensible way to look at the NL West race. If the Dodgers play like this all season, they will run away and hide from the Rockies and probably from Arizona as well. But that doesn't mean the Rockies can't have a good year and stay in the postseason chase.",0
"Trudeau's tax hikes have already cost 3 high paying (300k +) jobs in our office to the States.  I work for a company with a US sub and why would they stay just to pay more tax especially when we see the government collecting is is basically the same bunch of imbeciles that have ran Ontario into the ground.  Plus they get better health care too.

There will be more and more of this and the tax hike will generate way less revenues than the government hopes as it doesn't take many losses of taxes on 300,000 salaries to eat into those who stay and are willing to be gouged.",0
Gerson writes volumes about nothing. The point is not whether anyone belives in heaven or hell; the point is that Sanders believes that a government official should not be stating that all people who don't share his religious beliefs are going to hell.,0
"OK, wierd enough. Next!",0
"Janet was never a good lawyer. When she tried to enter into a treaty with Mexico as Arizona Governor, it was clear that she did not understand or study the Constitution. She helped illegal aliens to the point of almost bankrupting Arizona, all the while protecting pedophiles.",1
"I have been involved with  Mr. Carlson numerous times using his service for Loose Vicious Dogs.  He is a very nice, compassionate  guy and performs his job very well.  He has a Extremely tough job to perform.  Numerous commenters mentioned his weight, and well, he is a Happy Guy...........",0
"Well written. I think that capitalism has become a dirty word because of the way very large corporations, especially multinationals, are run. What we need is a new term to define the owner-managed businesses, where the success of the owners is intimately tied to the well-being of the employees, customers and suppliers, and where the business is grown organically, not aquired and disposed based on hype and speculation. Where the owners of a business are known to staff, suppliers and customers, and can be shamed for mistreating them. This is the kind of capitalism that we should be marketing as the alternative to kleptocracy and extreme socialism. How about ""know your boss capitalism""? :-)",0
Remember the Unknown Comic on the Gong Show? Takes all kinds! Glad no one was hurt.,0
A mortal sin is a mortal sin. It is primarily an offence against God. Adultery is a mortal sin the same as murder.,0
"Do you mean ""The platform calls for ending violence against women, workers' rights, reproductive rights, environmental justice, immigrant rights and more""?  That is hardly a sound bite with clarity.  They need to focus if they want to accomplish anything.",0
"An appropriate one, considering you just wrote that calling diversity a marxist plot was ""an accurate analysis.""",0
Poor little pumpkins.,0
"Problem is, we've been doing it your way for 20 years, and without any results whatsoever.

Your time is up. Stand aside.",0
"How do you think your Habs would make out with Ovechkin in nets though ?

Perhaps, you should think about signing Putin to a contract as well.",0
But you were perfectly fine with it when Obama held multiple closed door meetings with Black Lives Matter at the White House (aka the Klan with a tan)? Remember when 5 Dallas cops died because of their rhetoric? What about the alt-left radical who shot Congressman Scalise? How's he doing? Haven't heard a word in weeks about the victim of left wing terror...Trump was quick to make sure not to blame Bernie for his supporter's actions but not Bernie. He couldn't blame Trump fast enough.,0
"Why does no one on  CNN , BBC , or CBC ask "" Why would Assad risk having his armed forces wiped out by America because he used a chemical bomb ? Why would he risk everything when he has the rebels contained in a small area and almost defeated ? Why would he take this risk to gain nothing and lose everything ?",0
Wailing about the WC where schooling is succeeding.,0
"Sex discrimination is also included in that list. And ultimately, that's what this is- saying ""I won't serve you, you're the wrong sex"" is no different than saying ""I won't serve you, your fiancee is the wrong sex.""",0
"I usually am a proud graduate of the school of hard knocks.  I admit that I didn't oppose SB21.  I argued to let the proponents who dominated the vote have their shot. Well, they shot and missed.  Now, just like I would never again vote for or support Sarah Palin (or anyone she endorsed), I will never believe another Alaska Legislator who supported SB21 on any oil or gas issue.   They have proven now that they are not competent in this arena. 
 To my credit I will state that I have long opposed the State involvement as an equity partner in any private enterprise and especially in this Gas Line fiasco.  I think I got that one right........",0
Anyone else remember a little boat called the Exxon Valdez?,0
He didn't do that willingly.  It was the proscription of the Civil-Rights Commission.,0
Rex Murphy is another who tells it like it is!!,0
"So you seriously think more people not paying into the system is a good thing?

Way to contradict yourself in a single sentence.",0
"Author of article here. I appreciate this fact-check, but 1977 can't be right, because John Williams was born in 1977: https://en.wikipedia.org/wiki/John_B

How could he have composed the music if he wasn't born yet? At age 5 or 6 though, it would definitely be possible (look at Mozart, for example).",0
"I am still amazed that people actually voted for Trump. I thought better of the right. But what kind of a wanker do you have to be; how delusional; what kind of messed-up self image do you have to have in order to see yourself in Trump? Is being like Trump your aspiration? Ugh.
And what kind of nihilistic idiot do you have to be to vote for a man who has put so many unfit people in charge of blindly destroying so many important departments and institutions in our nation? Thanks to Trump, we now have an unbelievably ignorant, old, white male racist elitist who is the top law enforcement officer in the nation: Sessions. He is determined to turn the clock back to a time when male white power was supreme and anyone who wasn't part of that elite group was required to bow to it.
I'm proud to say I have absolutely nothing in common with Trump supporters. Nothing, nada, zilch. I really don't know how they can live with themselves.",1
"Yep, the institutional Church has shown its loathing of gays by calling them ""intrinsically disordered"" and by firing civilly married gays. They have re-written ""You shall love your neighbor as yourself"" with the addendum ""unless he or she is LGBT, in which case you should hate and fear them"".

I suspect you don't actually know any married gays.",1
"After an all-expenses paid week in SW19, was that the best you could do - focusing on dreary footnotes on the men's side, and tired observations of Wimbledon culture? Did you see any matches? There were lots of them, with all sorts of storylines.",0
Reminds me of Fonzie jumping the shark.,0
"x138,000 Joe...",0
Isn't public safety a priority? Seems to me bike paths are already plentiful.,0
"I'm not applying my piety, but simply expressing Gospel teachings.  Give me a break.",0
There was no science funding in the last decade?,0
Fantastic and insightful. More stuff like this please,0
The chutzpah posing for photos (and getting it published in a newspaper by a sympathetic news reporter) while engaging in illegal activity.,0
"Wait.  There is money “to provide a permanent home to 529 veterans and their families who are experiencing homelessness in rural areas,” said a press release.  . . . ""Of that figure, $189,098 will go to the state’s Hawaii Public Housing Authority to partner with the Pacific Islands Healthcare System in Honolulu. HUD and the VA say 20 local veterans will be helped.""  Must have had too much nog.  I'm not getting the connection.  What kind of assistance for how long?  Would like to understand how just under $10G helps a local vet get a permanent home. . . in Hawaii?  Oh, I get it!  This is not a rural area? Silly me.",0
"In other words, kick the can down the road. Today's politicians will let tomorrow's politicians deal with this growing taxpayer disaster.

(And the taxpayers - voters - may let them get away with it.)",0
They went to the same place that Herman Cain's accusers went....poof...gone.,0
"Getting rid of coal in Thunder Bay and Atikokan was incredibly stupid. Atikokan seldom runs, when it does it burns wood pellets, no saving the planet there.  Thunder Bay sits idle, they fire it up to keep the boilers certified.  When they do run it, it burns pellets made in Norway or Texas. That must be the most expensive power in the world.  It is idle almost 100% of the time, but sits fully manned.  Saved another seat.",0
"You're exactly right. The government is taking the position that a small business owner earning $100K in a year should be taxed the same as an employee earning $100K in a year, because they're both earning the same amount. This ignores, however, all of the differences between these two people. 

The business owner might earn $100K this year, but only $50K or less next year when business falls off for whatever reason. Such is the nature of many small businesses. The employee makes the same each year, rain or shine. The small business owner also likely employs other people and buys supplies or services for the business, thus contributing to the greater Canadian economy. The employee employs no one and pays nothing for business supplies or services. The small business owner is often risking their own capital in the business. The employee risks nothing.

So remind me again why these two people should be taxed the same?",0
"So we are going to say NO to the Irving Shipyards! Shocking!!

Look at the current wars: vehicles are modified Toyota pickups, air reconnaissance is small drones, and we call in the America fly-boys for friendly forces bombing.

The used submarine era was a fiasco, and seeing the Collins class subs in Australia  should not be re-attempted.  
Get more of the Dutch subs.

We should have picked up on the Danish navy's frigates offer of more copies for Canada.

And as for the US fighter jets: No. NO. NO!!!",0
"It's the news.
No theatrics, bias, giggles Please.
For that I can watch the American channels any time.",0
"I'm on a DC plan.  At first I did not like it and wished I had a DB.  But I have come around to preferring the DC.  I know exactly what is in that account and can direct the investments.  If I pass away that money goes in to my will.  Survivor benefits in DB plans are variable.
There is certainly more risk but even with 2008 the plan has done well and I like that I am in control of that nest egg.",0
"Racism is a tough word, but accurate in some cases.     You can't legislate people to stop being racist.  You can legislate against discrimination (actions), that are unfair to the target group depriving them of equal rights as citizens of the United States.",0
"They're definitely hitting the juice.

And the salads, probably chicken and pasta too.

I bet they even take fruit smoothies every once in a while. Scandal!",0
"Thanks, clearly the most intelligent comment of the day",0
"WOW, doesn't make any different who you vote for The Establishment is running the show, Deep State!",0
"$1.8 million for getting physically mutilated at age 36?

Please get a different malpractice attorney. Your suit should start at $6 million, at least. Willing to settle for no less than $3 million. $1.8 million means your attorney doesn't think they can get more, and the opposition knows that too.",0
"It couldn't have happened in a better place.  No, really.  A ""gun-free"" place.  When will you learn to arm yourselves against the insane who want to take your life.",0
"Easy fix, but we can not use the Dr. boards. Just stop a double dipper from using the public number and make sure they do no change their name and move to another province. One report,  on radar, two reports,  set up sting,  then the number is gone. Really all the people in our political structure must also be stopped especially when they have the big pension, then big new job and than a big second pension. This is also called double dipping, so how to stop it. When I was pensioned off I had to sign an agreement that I would not work for the company again, they did not trust themselves not to rehire me but making it personal was their solution.",0
"There is absolutely no reason to not believe that those missiles were not fired at US ships.

Iran literally grabbed US Sailors last year. They send out corvettes to harass US Navy - often. This is all on YouTube you can see it happen. That Iranian backed forces would fire pot-shots at US Navy is well within the sphere of likely to happen, and it would be insane for the US to make things up, and they are not insane.",0
"Yup, go O'Leary go...right back home to Boston.",0
"When the Emperor Meijii assumed the throne of Japan, it was a largely ceremonial position.  Within a few years, he was emperor in fact as well as in name.

That's just the most obvious case of someone taking a ""largely ceremonial"" post and making it meaningful.",0
"El Cristo Rey is a true ray of sunlight to the community.  The ""regular"" parishoners, whether they be year-round or seasonal, are warm, welcoming, and faith-filled.  For many years, they kept the parish going, even when it lacked regular service from ordained priests.  But many priests have served the parish over the years, including the late Fr. Ron Wasowski, CSC, an earth sciences professor who spent 3-6 weeks every (or nearly every) summer at El Cristo Rey for 20+ years.  He loved the parish and the parishoners, and they loved him.  The beautiful backdrop of the Canyon was a source of many wonderful homilies, some spoken and some just experienced with open eyes and an open heart.",0
"The FBI needs to be investigate. Politics have taken over,  our country will suffer.",0
"Bill,

Since I do not know you I have only the energy, persistence and tone of your criticisms of others by which to measure your motives. Often the difference between one who suggests others might want to leave the church and one who persecutes others is not having the power to actually do it.",0
"Glad I'm not in the valley for a few days.  With 4 feet of snow here at the mountain house, snowmobiles are the preferred method of transportation.",0
I could submerge and bail a canoe using only my swim trunks in deep waters by the time I was 6 ... guess who wasn't wearing swim trunks while he did this.  With an audience ... THE BOSS!  ;),0
Mr. Aalto is right on the money!,0
"When Hillary wins the White House, and IF Republicans maintain control of Congress, the nation'll see more of the same Republican Just Say No and Do Nothing Congress.  Too bad Bernie didn't make it to the November elections.",0
"Did I say Trump would make a good president? No, I'm a Libertarian. I object to nonsense like ""tossing babies out of rallies.""

Truman? I'm old, I remember watching Truman dissing Matin Luther King's Nobel Peace Prize on black and white TV. I take it that ""mean mouth"" means you might be aware he used the ""N word"" and ""Kikes"" regularly in conversation.",0
"that is the Opus Dei way, making nonsense sound all holy and mystical and common sensical, while remaining nothing but equine fecal matter.",0
You should always give the source of your quotation so people have a way to judge the veracity of the comment.,0
Why does he need an Office on Maui?,0
"Whats wrong? The glamorization of thug culture for the last 25 years is whats wrong. People want to be ""cool"" and go with the trends of their times.. When I was young it was a trend and cool to be a hippie, say what you will about hippies, but violence, guns were not part of that equation.",0
"In truth, your best purchases will be the times that you are almost crapping your pants in fear....a stock has been hammered down, but not without reason.  And you are buying it because you think that the ""reason"" will go away with time and/or the market has waaaay over-reacted to a near term issue.

In fact, when you make that purchase, you probably don't actually have all that much ""conviction"", but you are sticking with your discipline, and buying what looks like a very, very inexpensive business.  And you close your eyes, and promise to not open them for at least 18 months.....",0
I am glad that you retired. If you are so worried about bears you should stay home.,0
"If Canada does not make it clear that  ""citizens of conscience [who] go abroad and support an armed cause"" do so entirely at their own risk, which risk may include forfeiture of their Charter Rights under certain circumstances, then we'll see terrorist organizations manufacturing Omar Khadrs in order to abuse, fleece and demoralize the societies they seek to overcome and dominate.
We need to recognize that we have formidable foes demonstrating great skill at abusing the trust and the values that govern our society in order to subvert members of our citizenry in service of their goals.  
Playing boy scout on disputable points of principle is going to put us on our back foot, and we cannot afford to play like that if we value the society we are part of.",0
Why don't people spit on the Bus?  Is it because the law get enforced and the spitter gets arrested or has to get off the Bus?,0
"The proposed Energy East project is an export only pipeline.

Please stop spamming this comment board with oil industry funded red herring arguments that have nothing to do with the topic at hand.

Buying oil from the Saudis and selling weapons to them are only linked because you seemingly want these completely separate issues to be linked.",0
"It's a matter of the judiciary, so as long as the SCOTUS remains constant, you won't see much movement on the issue.  But the older the current Court gets (you have one vacancy and several oldsters) the more important and influential the President will be.  Elect Hillary, and get not only unlimited abortion, but polygamy and the end of gender distinctions.",0
"Just why this was deleted... who knows...

""Sometimes there is no grey Rich... sometimes the world truly is what it seems. Rare yes... but entirely possible. This guy is a world class ___ ____ by anyone's measure and there is nothing more nor less to see here. Sure, he can try to explain it away and have apologists like yourself help him but a doting mother, alcoholism and depression just don't cut it for me... and dare I say it everyone else on this board... save one of course.""",0
"Uhh, ICE absolutely does have a tip line.

In case anyone wants to report illegal immigrants, write this down. I use it all the time.

866-DHS-2-ICE",0
"And what is it that people don't get about illegal.?
......................................................................................................................................................................................................................

Canadians should ponder this serious question.  We might see a secondary question: could illegality excused and rewarded induce further self-serving illegal behaviour?",0
What a bunch of gobbledygook.,0
Your anti-mormonism is showing...,0
as our election of junior,0
"Is ""wearing pants"" something to be proud of? I find the meat and two veg  much prefer the free ventilation inherent in an open-bottomed garment such as a skirt/kilt. 

While she's making dinner and controlling the budget, I can be out in the garage working on my rocket-bicycle project.  

Hard to see why you'd get upset about it.",0
"Let's not forget that a Clinton (that would be Bill Clinton whose wife at the time was SOS) was actually paid for services rendered by a Moscow firm:

2010 -- Russia, $500,000, Renaissance Capital (Russian finance corporation);",0
"How much this strategy makes sense depends a lot on how high your savings are. 

You are talking about maxing out what you get from the program, and you are more worried about dying without ever collecting on what you put in than running out of money or being a burden on your family.

Which is fine, but does not apply to everyone.    Delaying CPP is a hedging argument.   It makes the most sense for healthy people with low investment savings.

For a higher earner, an increased CPP at 70+ RRIF minimums could actually push them into OAS clawback range.",0
"Former Homeland Security Secretary Jeh Johnson on Sunday said that Confederate monuments are becoming “symbols and rallying points for white nationalism,” neo-Nazis and the KKK.

“We fought a world war against Nazism. The KKK rained terror on African Americans for generations,” Johnson said. “And so a number of Americans rightly, Republican and Democrat, are very concerned and very alarmed, and I salute those in cities and states who are taking down a lot of these monuments for reasons of public safety and security.”",0
Wikileaks and his great looks and grabbing hands.,0
I have no idea what you are saying.,0
"Yep, if you can't tout any of Trump's accomplishments then resort to disrespecting others to make yourself look better.  Trump does that a lot too.  I can see your attraction to him.  

By the way what's with all the exclamation points and question marks?  Is that suppose to make your comment more meaningful?",0
"What a load. Feel free to close your account. The Iditarod has no proof PETA had anything to do with it, but if they did, more power to them.",0
"Of course Kid Rock will win the senate seat, he loves his country and has untold millions of true Americans supporting him!!!",0
"""the churches will have their hands out next.""  Isn't the tax free status churches enjoy now the same as public funding?  I mean the money comes from somewhere right?  That somewhere is the people who pay more taxes to cover the services for churches who don't pay their share.  This leaves the churches more money to politic for their own version of Sharia law",0
"and yet you cant show he has or will do anything illegal pal, try again!  your comment here is meaningless",0
We need to cal the UN as Christy Clark and the corrupt BC Liberals are attempting a coup. Weaver+Horgan 57% of vote. GET OUT CHRISTY COLEMAN DE JONG!,0
"Well, why not start with complete and utter lie, right in the headline.
There are NO scandals.  A media vendetta is not a scandal.",0
"In the 1950s affiliation with a church community was at an all time high in the U.S.  So much so that atheism as a movement was considered dead by at least one observer, and we mandated that ""under God"" must be added to our pledge of allegiance and ""In God We Trust"" to our currency.  Now people who claim ""None"" as their religious affiliation are trending, and religious communities are left scratching their heads.  But is it really any wonder?

We live in an information age fueled by data and technology.  We have instant access now to libraries and news media around the globe.  We search for reliable data that is current.  Success often depends on making good decisions based on trustworthy information. Even yesterday's news may be too old, let alone news from a couple millennia ago.

It is sad to lose a beloved community.  As an atheist I miss that in my life.  The need for community is still there, maybe even greater now than before, but the focus must change to remain relevant.",0
It's odd - or perhaps not- that Western leaders get their proverbial knickers in a twist over anything to do with Vladimir Putin and Russia but they can't bring themselves to comment about the tyranny that reigns in China. Xi and his gang are guilty of countless human rights abuses but it is extremely unlikely that the sanctimonious and selective Magnitsky law will ever be applied to China's leaders. There is too much trade and money on the line.,0
Sick,0
"My legal immigrant grandfather was a Union organizer in the 20's and was lucky not to be killed in the Ludlow Massacre.  Government takeover of the economy wasn't what unionist fought for.  Capitalism is what happened when he was blackballed from the coal industry, bought a small diner on Larimer Street, worked very hard and bought his wife and four children beautiful North Denver Homes.   
He didn't wait for the bosses or the government to give him anything.  That is the beauty of America.",0
I think I agree.  Bombardier and the Canadian auto industry are there through the grace of the Canadian taxpayer - all of them.  If you look at this politically - it makes sense for JT to keep Ontario and Quebec happy - but is it fair for Canada as a whole.,0
"You don't understand. Capital spending by the Canadian military is not about building assets. It is about industrial policy, creating jobs in Canada - even if the jobs end up in Finland. 

Sad.",0
"Since the money is in a savings account dedicated to the PFD, none of it is being spent on anything at all.  It will accrue a little interest, and wait for a future PFD.  The faster the account runs dry, the sooner there will be zero PFD.  The Governor is right in spades:  he gave the legislature a chance to design a real fix, and it failed.  He cannot write law, so his power is limited to the line item veto.",0
Met him out in Palm Springs many years ago at a golf tournament and he was one sweet guy who knew baseball inside and out and he was as funny as any comic to  have ever walked on stage.,0
"Alaskan Bush People, and Discovery want viewers in the lower 48 to think that everyone in Alaska carries guns, to protect themselves from the bears. Guns are necessary, in fact the mother Ami was packing her .44 mag. and Bible when she went to a dentist. A daughter has named her high-powered rifle ""Butcher,"" since she's able to kill animals at will. The show should be called ""stupid, impractical, and dangerous things"" that the Brown family do on a daily basis!",1
"The posting of comments is a good idea and as stated in the article, it allows differing points of view.
However people should try to be rational and if possible in their comments be constructive or offer reasonable alternatives when criticizing persons being taken to task in the articles",0
Alceste Looking at your flags I believe we all would like to hear what your position is.,0
"Him, Snowflake Snooki and Pugilistic David Wilson kind of give Wasilla a black eye, huh, as if we needed any help.",0
"Kinda like democrats today. Against states rights, Constitutional rights, freedom of choice (only when they allow it).  On the flip side; democrats were not communists like they are today.",0
"Imagine that initially Kamehameha-Pai'ea got his hands on western cannons and muskets, and the competing Paki clan competed meagerly with theirs in return.  With cannons on ships, Pai'ea slaughtered near 100,000 healthy, vibrant Maui and Oahu warriors at Iao Valley.  Today, where is the cutoff point of traditional martial training?  of today's fighting profession?  of full contact sports?   of fine arts expression?  of defining porn?  of alcohol and tobacco limits, etc?  of mandated taxes?  What are the details for what social programs designed for ushering in the next generations assuring a productive, unselfish, rationally aware, peacefully constructive citizens populating the nation?",0
It's affordable to those who make below the median income for Oahu. That's the definition of workforce housing. It's not a sham. There's just not enough of it.,0
Amen Rand!,0
"The cap needs to be raised IMO. While the majority of workers pay FICA based on 100% of their income, the wealthiest are taxed only on a small portion of their income. This is fair -- how?",0
Louis XVI was right wing. His opponents were progressives.,0
"I would never target ""the poor."" However, the dangerous and damaging inebriates, lowlifes, addicts, and violent offenders that populate our streets need to go, and it's not because they are ""poor.""",0
You don't understand the PARENTS are not.,0
A diet so restrictive that it requires you to take supplements doesn't strike me as very healthy.,0
"I am puzzled how they get from the super-rich want to make slaves of everyone else, which I'll buy, to the planet is not round. And why are they bringing in heliocentric vs. geocentric. This makes little sense. Personally, I think this is a way for people to take charge of their lives by denying. I think I'll start a religion that says that everything is a hologram, that we all live in a simulation. I'll use billboards to raise money to find the Arch so we can discontinue the program and get on with our normal lives outside the simulation. Anyone want in? :-) ;-)",0
"-and I thought Butts was only working for Justin, looks like he is moonlighting for Kathleen! She is certainly desperate for votes, maybe her long term plan is to give those making the minimum wage enough money to buy tickets on her new $23 billion high speed train from TO to Windsor, which will be named ""the super fast white elephant"".",0
time for bike riders to pay their fair share,0
"The speaker of the House of Lords - the unelected part of the British government - is now trying to say that he would invite Trump to address the Lords. The landed gentry yet again go against the wishes of the citizens of the UK. Not much different from the US really.

This isn't a fight between political views, this is rich versus poor.",0
libertarian isn't the same thing as liberal.,0
... and it better be a #2 pencil.,0
"Thanks for writing about this situation. The ""punishment"" for all 3 is a disgrace! When one's salary is in the millions, what's a $100,000? nothin'  and 2 weeks suspended? mini vacation? that's not punishment. The teachable moment for the 3 as well as the regents... volunteer at a safe house, answer the crisis phone line, ride with law enforcement when they get a domestic violence call, attend training sessions to learn what domestic violence really is!!",0
That's not very constructive.,0
"1) ""Insurance Premiums have always gone up"".   So has Mimimum Wage.  So then why are people petitioning for $15 an hour?

It is the RATE at which things goes up that matters.  The RATE has been greater.

2) I do accuse Democrats of jamming through the ACA, just to get a name, without doing anything to really help the problem except give away free insurance that the rest of us wound up paying for.

However, you assume that I do not blame the Republicans at the same time.  Bad assumption.  You distracted the conversation.  I am an Unaffiliated Voter, and I think the Republicans are doing just as bad, if not worse, a job as the Democrats.

3) I agree - the problem has ALWAYS been that each party is more insterested in servicing the wishes of their financial backers (Loobyists) than easing the burden on the lower and middle class.

You are just arguing, putting words in my mouth that I did not say, and not responding.",0
"I had a government job early in my working career. I left after a few years, got some skills and did fine. 
If one stays too long in a government job one becomes virtually unemployable outside the government sector.",0
"Right!  If she thinks that one out of 10 Canadians is making 250K+, she really has no idea.  
And where did the money go?  People with far smaller incomes have been profiled on this forum with nice retirement options.  They planned and they saved.",0
It's true! They subsidised the sugar farmers in Florida to the hilt for years just because they were afraid of tiny Cuba. Think Bush family.,0
"Have we learned nothing from the failed 1986 amnesty for 2.7 million illegal aliens that was signed by President Reagan after he was promised there would be strict enforcement of our immigration laws?  Unless we have mandatory E-Verify for all employers and put an end to Chain Migration, parents around the world will continue to enter this country illegally with their children and place them in the same situation as today's ""Dreamers.""  Do any amnesty advocates in or out of Congress worry about creating the problem all over again?",0
"[Citation Needed]

You can't just say ""law library and precedent,"" because if you were familiar with either, you would understand why it's very difficult for this case to proceed without a victim available to testify in court. Perhaps you should actually familiarize yourself with the things you tell other people to read. I know you won't, of course, because you're commenting based on your feelings rather than reality, but it's a nice goal at least.",0
Yet scant reporting on Liberal corruption trials going on this week.,0
"Justin folds to Trump demands to increase military spending, hides behind Freeland on making announcement, blames Trump and tries to take credit as showing ""leadership"".

There, fixed the headline to clarify the truth behind this announcement.",0
"I used to love Trefoils. And the mint ones. I'd buy them every year from whomever had a daughter selling them.
Somewhere along the way, I think the recipes changed a tad....",0
"I think it is quite rational to be afraid of Islam. It's a violent, proselytising death cult. Just look at it's history over the las 1400 years.",1
"That's certainly a base way of looking at it however humans have generally, present company excepted perhaps, evolved beyond such base imperatives which is why we are now the dominant species. To simply say that ""survival of the fittest"" is the only way to deal with human issues is to ignore every accomplishment that is a result of people trying to make a better world and to help others.",0
"I am glad it didn't see the light of day, at least they did not pass it giving the public a promise to ""read it later.""",0
Do it.  Good idea that may prevent a serious outbreak of infectious diseases and may prevent visits to the hospital for emergency room care.,0
"While he looks qualified on paper, the appointment is extremely ill-advised.  

Jared's post already smelt funny and this one makes the whole thing reek like the alley behind a seafood store on garbage day.

It might be a little less malodorous if the fairer half of the couple had shown some competence.  But the now infamous alternative facts, the claim of intelligence that no one else has, the Bowling Green massacre, and other gaffes have rendered KA as buffoonish as her boss.

Way to go, Donald..  This one is sure to win over some of your detractors.",0
"Brian, you need to be pushed out of office and back to your parents basement.  Your comments are so disgusting that I don't even need to comment.",0
"Quite the opposite. 

It is Comrade Notley and Wynne who are about to be punted from office.",0
"Interesting info Ken, thanks, and as always your comments are insightful.  One small quibble on the ""drive finishing"" stat.  While I agree that it can be more useful than ""red zone,"" it is the one stat where total number far outweighs percentage.
Utah won on percentage, 100 to 90, but I'd much rather be 9 of 10, or even 7 of 10, than 3 of 3.  So that one can be a tad misleading, and somehow total times inside the 40 should be factored in.
Overall, another great column, and I look forward to another 12 (or more!) down the road.",0
Thank you Nebuly.  There aren't enough of people like you from coast to coast to cover the mostly boring but necessary daily news of small town/rural Canada.  Where I live we have two small but important papers.  Weekly's but still cover what we need to know.,0
"I don't get it...they apparently require a 350 Million dollar bailout to keep afloat, then have enough money to pay bonuses?

Bonus for what? Pulling a fast one on Trudope and company? All I can say, is good thing they weren't headquarter anywhere but Quebec...

Sickening...just sickening!",0
"Has anyone other than myself wondered just how sitting members of Congress, who are paid $174,000 per year, own and maintain 2 households one in their home state and one in DC, become millionaires in a very short time?
Currently over 50% are millionaires!  The list includes almost an even split between D's and R's.  Most of these ""public servants"" (what a joke) we're not when elected.  Even the liberally worshiped Pelousie is the ninth wealthiest member of Congress and has a colossal net worth of $196,299,990. (Center for Responsive Politics)

Certainly they all should be of concern as ""representatives"" of the American household's median net worth of $56,355.  Very few have anything in common with the people at large.  Almost all of them are in it for themselves.  So to focus on Trump and his ""open"" business dealings without also focusing on the rest of the ""closed door, hidden dealings"" is nothing less than an extension of those mindless minions standing in front of freeway traffic.",0
